      49     520
       1       5       1  769156
       1       9   27169  361847
       1      43   36148  361847
       1       4       1  361847
       1       3       1  361847
       1       2       1  361847
       2       5       1  769156
       2      21  401916  361847
       2      40  398771  361847
       2       4       1  361847
       2       3       1  361847
       1       2       1  361847
       3       5       1  769156
       3      33  400626  361847
       3      17  112467  361847
       3       4       1  361847
       2       3       1  361847
       1       3       1  361847
       4      15   36905  361847
       4       5       1  769156
       4      28  408817  361847
       3       4       1  361847
       2       4       1  361847
       1       4       1  361847
       4       5       1  769156
       3       5       1  769156
       2       5       1  769156
       1       5       1  769156
       6       8       1  769156
       6      21    1200  361847
       6      11  374871  361847
       6       7       1  723693
       7       8       1  769156
       7      38   11493  361847
       7      30   11303  361847
       6       7       1  723693
       7       8       1  769156
       6       8       1  769156
       9      13       1  769156
       9      26  375310  361847
       9      12       1  361847
       9      11       1  361847
       9      10       1  361847
       1       9   26650  361847
      10      13       1  769156
      10      15   60431  361847
      10      36  178812  361847
      10      18  126700  361847
      10      12       1  361847
      10      11       1  361847
       9      10       1  361847
      11      12       1  361847
      11      13       1  769156
      11      29  386442  361847
      10      11       1  361847
       9      11       1  361847
       6      11  384301  361847
      11      12       1  361847
      12      39  383153  361847
      12      13       1  769156
      12      32  382399  361847
      12      22  377424  361847
      10      12       1  361847
       9      12       1  361847
      12      13       1  769156
      11      13       1  769156
      10      13       1  769156
       9      13       1  769156
      14      36  121788  361847
      14      16       1  769156
      14      32  433505  361847
      14      39  425754  361847
      14      15       1  723693
      15      48  323323  361847
       4      15   37653  361847
      15      43    1657  361847
      15      16       1  769156
      14      15       1  723693
      10      15   60047  361847
      15      16       1  769156
      14      16       1  769156
      17      19       1  769156
      17      40  499530  361847
      17      18       1  723693
       3      17  112983  361847
      18      19       1  769156
      18      35   51174  361847
      18      46   51335  361847
      17      18       1  723693
      10      18  127963  361847
      18      19       1  769156
      17      19       1  769156
      20      24       1  769156
      20      41   12392  361847
      20      23       1  361847
      20      22       1  361847
      20      21       1  361847
      21      24       1  769156
      21      23       1  361847
      21      22       1  361847
      20      21       1  361847
       6      21    1185  361847
       2      21  399534  361847
      22      24       1  769156
      22      23       1  361847
      21      22       1  361847
      20      22       1  361847
      12      22  382648  361847
      23      24       1  769156
      23      28   12391  361847
      22      23       1  361847
      21      23       1  361847
      20      23       1  361847
      23      24       1  769156
      22      24       1  769156
      21      24       1  769156
      20      24       1  769156
      25      26       1  361847
      25      48       1  361847
      25      49       1  361847
      25      27       1  769156
      25      31  758666  361847
      25      26       1  361847
      26      48       1  361847
      26      49       1  361847
      26      27       1  769156
       9      26  381162  361847
      27      48       1  769156
      27      49       1  769156
      26      27       1  769156
      25      27       1  769156
      28      34       1  769156
      28      44    3356  361847
      28      33       1  361847
      28      32       1  361847
      28      31       1  361847
      28      30       1  361847
      28      29       1  361847
      23      28   12459  361847
       4      28  399939  361847
      29      34       1  769156
      29      38      98  361847
      29      47     104  361847
      29      33       1  361847
      29      32       1  361847
      29      31       1  361847
      29      30       1  361847
      28      29       1  361847
      11      29  380866  361847
      30      34       1  769156
      30      41      98  361847
      30      44    3274  361847
      30      33       1  361847
      30      32       1  361847
      30      31       1  361847
      29      30       1  361847
      28      30       1  361847
