      20      80
       1      10      38     115
       1      11      17     120
       8      18      82     115
       8       1      56     197
       8      11      48     126
      10       8      69     115
      10      16      39     115
      10      15      78     179
      10      14      82     131
      10      12     100     146
      10       9      74     101
       2      15      27     166
       2       1      75     195
       2      16      57     129
       2      11      38     181
       2       8      67     185
       2      14      39     162
      12      18       1     166
      12      14      99     126
      12      10      85     155
      12       2      15     157
      12      11      59     148
      15      12      36     166
      15      16      18     166
      15      13     100     114
      15       4       1     130
      15       7      96     100
      15      18      30     155
       3       6      71     100
       3       5      12     153
       6       7      68     100
       6      17      89     100
       6      12      13     163
       7       9      93     100
       7      13      26     176
       7      16      24     148
       7      20      45     169
       9      20       2     100
       9      16      58     100
       9       1      77     180
       9      19      13     145
       9       6      63     104
       4      13      81     100
       4       1      61     160
       4      12       4     133
       4       3      23     136
       4      14      77     188
      13      19      95     100
      13      17      43     100
      13      11      82     104
       5      11      31     119
       5       8      18     103
       5       7      84     173
       5      20      95     119
       5       6      27     175
      11      14      62     119
      11      15      15     194
      11      10      83     185
      11       4      52     184
      11       7      94     165
      14      19      87     119
      14      16      92     119
      14      12      52     128
      16      14      80     145
      16      12      89     148
      16      17      83     173
      17      19      33     189
      17       4      20     132
      17      14      15     136
      18      17      92     114
      18       2       3     157
      19      16      77     146
      19      14      48     166
      20       9      69     160
      20      13       9     154
      20      18      32     157
      20      17      80     165
      20      16      76     185
      20       8      54     117
      20       7       3     131
     115
     166
       5
      95
     119
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
    -183
     -73
    -161
     -80
      -3
